RUN	activitidatabase.ThroughtSimulation	throughtsimulation	1543672580513	 	3.0.1.1
REQUEST	12		startProcess	1543672588344	1543672588600	OK	 
REQUEST	2		completeTask	1543672588273	1543672588688	OK	 
REQUEST	5		getCurrentSingleTask	1543672588715	1543672588760	OK	 
USER	online shopping	13	START	1543672588842	1543672588842
REQUEST	6		getCurrentSingleTask	1543672588923	1543672588956	OK	 
REQUEST	8		completeTask	1543672588615	1543672588971	OK	 
REQUEST	13		startProcess	1543672588844	1543672589098	OK	 
REQUEST	3		completeTask	1543672588747	1543672589113	OK	 
REQUEST	11		getCurrentSingleTask	1543672589085	1543672589228	OK	 
REQUEST	1		getCurrentSingleTask	1543672589213	1543672589276	OK	 
USER	online shopping	14	START	1543672589352	1543672589352
REQUEST	7		getCurrentSingleTask	1543672589523	1543672589595	OK	 
REQUEST	12		getCurrentSingleTask	1543672589615	1543672589681	OK	 
REQUEST	14		startProcess	1543672589353	1543672589723	OK	 
REQUEST	2		getCurrentSingleTask	1543672589693	1543672589735	OK	 
REQUEST	9		completeTask	1543672589223	1543672589806	OK	 
USER	online shopping	15	START	1543672589852	1543672589852
REQUEST	4		completeTask	1543672589353	1543672589959	OK	 
REQUEST	8		getCurrentSingleTask	1543672589973	1543672589998	OK	 
REQUEST	15		startProcess	1543672589853	1543672590002	OK	 
REQUEST	10		completeTask	1543672589563	1543672590006	OK	 
REQUEST	5		completeTask	1543672589763	1543672590050	OK	 
REQUEST	3		getCurrentSingleTask	1543672590117	1543672590206	OK	 
REQUEST	13		getCurrentSingleTask	1543672590106	1543672590217	OK	 
USER	online shopping	16	START	1543672590342	1543672590342
REQUEST	6		completeTask	1543672589964	1543672590569	OK	 
REQUEST	16		startProcess	1543672590343	1543672590667	OK	 
REQUEST	14		getCurrentSingleTask	1543672590743	1543672590818	OK	 
USER	online shopping	17	START	1543672590844	1543672590844
REQUEST	11		completeTask	1543672590223	1543672590874	OK	 
REQUEST	1		completeTask	1543672590293	1543672590878	OK	 
REQUEST	9		getCurrentSingleTask	1543672590813	1543672590885	OK	 
REQUEST	4		getCurrentSingleTask	1543672590974	1543672591007	OK	 
REQUEST	7		completeTask	1543672590603	1543672591023	OK	 
REQUEST	15		getCurrentSingleTask	1543672591021	1543672591080	OK	 
REQUEST	10		getCurrentSingleTask	1543672591022	1543672591080	OK	 
REQUEST	5		getCurrentSingleTask	1543672591055	1543672591085	OK	 
REQUEST	17		startProcess	1543672590846	1543672591090	OK	 
REQUEST	12		completeTask	1543672590683	1543672591119	OK	 
REQUEST	2		completeTask	1543672590743	1543672591207	OK	 
USER	online shopping	18	START	1543672591332	1543672591332
REQUEST	8		completeTask	1543672591004	1543672591623	OK	 
REQUEST	18		startProcess	1543672591334	1543672591629	OK	 
REQUEST	6		getCurrentSingleTask	1543672591566	1543672591656	OK	 
REQUEST	16		getCurrentSingleTask	1543672591676	1543672591709	OK	 
REQUEST	3		completeTask	1543672591215	1543672591791	OK	 
REQUEST	13		completeTask	1543672591225	1543672591836	OK	 
USER	online shopping	19	START	1543672591840	1543672591840
REQUEST	1		getCurrentSingleTask	1543672591877	1543672591936	OK	 
REQUEST	11		getCurrentSingleTask	1543672591896	1543672591949	OK	 
REQUEST	19		startProcess	1543672591841	1543672592015	OK	 
REQUEST	7		getCurrentSingleTask	1543672592023	1543672592051	OK	 
REQUEST	17		getCurrentSingleTask	1543672592105	1543672592145	OK	 
USER	online shopping	20	START	1543672592347	1543672592347
REQUEST	12		getCurrentSingleTask	1543672592126	1543672592374	OK	 
REQUEST	2		getCurrentSingleTask	1543672592207	1543672592405	OK	 
REQUEST	14		completeTask	1543672591813	1543672592416	OK	 
REQUEST	9		completeTask	1543672591886	1543672592477	OK	 
REQUEST	20		startProcess	1543672592349	1543672592601	OK	 
REQUEST	4		completeTask	1543672592018	1543672592634	OK	 
REQUEST	8		getCurrentSingleTask	1543672592613	1543672592705	OK	 
REQUEST	18		getCurrentSingleTask	1543672592643	1543672592723	OK	 
REQUEST	10		completeTask	1543672592064	1543672592734	OK	 
REQUEST	5		completeTask	1543672592084	1543672592736	OK	 
REQUEST	15		completeTask	1543672592084	1543672592738	OK	 
REQUEST	3		getCurrentSingleTask	1543672592783	1543672592843	OK	 
REQUEST	13		getCurrentSingleTask	1543672592833	1543672592876	OK	 
REQUEST	19		getCurrentSingleTask	1543672593023	1543672593074	OK	 
REQUEST	6		completeTask	1543672592663	1543672593171	OK	 
REQUEST	16		completeTask	1543672592714	1543672593199	OK	 
REQUEST	11		completeTask	1543672592933	1543672593332	OK	 
REQUEST	1		completeTask	1543672592933	1543672593347	OK	 
REQUEST	7		completeTask	1543672593053	1543672593406	OK	 
REQUEST	17		completeTask	1543672593143	1543672593437	OK	 
REQUEST	14		getCurrentSingleTask	1543672593423	1543672593540	OK	 
REQUEST	9		getCurrentSingleTask	1543672593474	1543672593573	OK	 
REQUEST	20		getCurrentSingleTask	1543672593613	1543672593660	OK	 
REQUEST	4		getCurrentSingleTask	1543672593633	1543672593678	OK	 
REQUEST	5		getCurrentSingleTask	1543672593725	1543672593760	OK	 
REQUEST	12		completeTask	1543672593363	1543672593767	OK	 
REQUEST	15		getCurrentSingleTask	1543672593725	1543672593768	OK	 
REQUEST	10		getCurrentSingleTask	1543672593738	1543672593787	OK	 
REQUEST	2		completeTask	1543672593403	1543672593843	OK	 
REQUEST	8		completeTask	1543672593705	1543672593978	OK	 
REQUEST	18		completeTask	1543672593738	1543672594006	OK	 
REQUEST	6		getCurrentSingleTask	1543672594165	1543672594227	OK	 
REQUEST	16		getCurrentSingleTask	1543672594204	1543672594253	OK	 
REQUEST	3		completeTask	1543672593855	1543672594257	OK	 
REQUEST	13		completeTask	1543672593886	1543672594280	OK	 
USER	online shopping	1	END	1543672582861	1543672594354
REQUEST	11		getCurrentSingleTask	1543672594333	1543672594360	OK	 
REQUEST	7		getCurrentSingleTask	1543672594414	1543672594449	OK	 
REQUEST	19		completeTask	1543672594095	1543672594456	OK	 
REQUEST	17		getCurrentSingleTask	1543672594444	1543672594472	OK	 
USER	online shopping	2	END	1543672583452	1543672594835
REQUEST	18		getCurrentSingleTask	1543672595006	1543672595182	OK	 
REQUEST	8		getCurrentSingleTask	1543672594995	1543672595197	OK	 
REQUEST	12		getCurrentSingleTask	1543672594790	1543672595198	OK	 
USER	online shopping	3	END	1543672583955	1543672595255
REQUEST	13		getCurrentSingleTask	1543672595287	1543672595359	OK	 
REQUEST	10		completeTask	1543672594789	1543672595557	OK	 
REQUEST	19		getCurrentSingleTask	1543672595456	1543672595565	OK	 
REQUEST	14		completeTask	1543672594535	1543672595596	OK	 
REQUEST	9		completeTask	1543672594574	1543672595596	OK	 
REQUEST	20		completeTask	1543672594666	1543672595599	OK	 
REQUEST	15		completeTask	1543672594788	1543672595603	OK	 
REQUEST	5		completeTask	1543672594777	1543672595613	OK	 
REQUEST	4		completeTask	1543672594676	1543672595617	OK	 
REQUEST	6		completeTask	1543672595232	1543672595660	OK	 
REQUEST	16		completeTask	1543672595268	1543672595705	OK	 
REQUEST	11		completeTask	1543672595366	1543672595728	OK	 
REQUEST	7		completeTask	1543672595446	1543672595829	OK	 
REQUEST	17		completeTask	1543672595483	1543672595909	OK	 
REQUEST	18		completeTask	1543672596175	1543672596442	OK	 
REQUEST	8		completeTask	1543672596196	1543672596486	OK	 
REQUEST	12		completeTask	1543672596185	1543672596486	OK	 
REQUEST	10		getCurrentSingleTask	1543672596553	1543672596587	OK	 
USER	online shopping	5	END	1543672584956	1543672596614
USER	online shopping	4	END	1543672584453	1543672596614
REQUEST	20		getCurrentSingleTask	1543672596603	1543672596658	OK	 
REQUEST	9		getCurrentSingleTask	1543672596603	1543672596660	OK	 
REQUEST	15		getCurrentSingleTask	1543672596604	1543672596664	OK	 
REQUEST	14		getCurrentSingleTask	1543672596604	1543672596667	OK	 
USER	online shopping	6	END	1543672585344	1543672596669
REQUEST	13		completeTask	1543672596354	1543672596686	OK	 
REQUEST	16		getCurrentSingleTask	1543672596703	1543672596742	OK	 
REQUEST	11		getCurrentSingleTask	1543672596733	1543672596767	OK	 
USER	online shopping	7	END	1543672585843	1543672596823
REQUEST	17		getCurrentSingleTask	1543672596903	1543672596927	OK	 
REQUEST	19		completeTask	1543672596563	1543672596954	OK	 
USER	online shopping	8	END	1543672586343	1543672597475
REQUEST	18		getCurrentSingleTask	1543672597436	1543672597491	OK	 
REQUEST	12		getCurrentSingleTask	1543672597485	1543672597535	OK	 
REQUEST	13		getCurrentSingleTask	1543672597685	1543672597757	OK	 
REQUEST	10		completeTask	1543672597593	1543672597978	OK	 
REQUEST	19		getCurrentSingleTask	1543672597954	1543672597996	OK	 
REQUEST	14		completeTask	1543672597664	1543672598033	OK	 
REQUEST	9		completeTask	1543672597660	1543672598069	OK	 
REQUEST	16		completeTask	1543672597747	1543672598076	OK	 
REQUEST	15		completeTask	1543672597660	1543672598078	OK	 
REQUEST	20		completeTask	1543672597659	1543672598079	OK	 
REQUEST	11		completeTask	1543672597767	1543672598111	OK	 
REQUEST	17		completeTask	1543672597924	1543672598247	OK	 
REQUEST	18		completeTask	1543672598495	1543672598880	OK	 
REQUEST	12		completeTask	1543672598534	1543672598921	OK	 
USER	online shopping	10	END	1543672587336	1543672598977
REQUEST	14		getCurrentSingleTask	1543672599037	1543672599065	OK	 
USER	online shopping	9	END	1543672586844	1543672599067
REQUEST	13		completeTask	1543672598764	1543672599097	OK	 
USER	online shopping	11	END	1543672587845	1543672599103
REQUEST	20		getCurrentSingleTask	1543672599068	1543672599104	OK	 
REQUEST	16		getCurrentSingleTask	1543672599067	1543672599110	OK	 
REQUEST	15		getCurrentSingleTask	1543672599068	1543672599116	OK	 
REQUEST	17		getCurrentSingleTask	1543672599253	1543672599307	OK	 
REQUEST	19		completeTask	1543672598997	1543672599324	OK	 
USER	online shopping	12	END	1543672588342	1543672599925
REQUEST	18		getCurrentSingleTask	1543672599885	1543672599944	OK	 
USER	online shopping	13	END	1543672588842	1543672600095
REQUEST	19		getCurrentSingleTask	1543672600323	1543672600357	OK	 
REQUEST	14		completeTask	1543672600055	1543672600406	OK	 
REQUEST	20		completeTask	1543672600117	1543672600440	OK	 
REQUEST	16		completeTask	1543672600117	1543672600469	OK	 
REQUEST	15		completeTask	1543672600144	1543672600506	OK	 
REQUEST	17		completeTask	1543672600308	1543672600610	OK	 
USER	online shopping	14	END	1543672589352	1543672601416
REQUEST	20		getCurrentSingleTask	1543672601436	1543672601467	OK	 
USER	online shopping	16	END	1543672590342	1543672601468
USER	online shopping	15	END	1543672589852	1543672601492
USER	online shopping	17	END	1543672590844	1543672601603
REQUEST	18		completeTask	1543672600937	1543672601623	OK	 
REQUEST	19		completeTask	1543672601356	1543672601704	OK	 
USER	online shopping	18	END	1543672591332	1543672602637
USER	online shopping	19	END	1543672591840	1543672602697
REQUEST	20		completeTask	1543672602467	1543672602948	OK	 
USER	online shopping	20	END	1543672592347	1543672603952
